序号,单词,音标,词性,中文
1417,elegantly,/elegantly/,adv.,优雅
1418,fake,/fake/,v./n.,假意
1419,coldly,/coldly/,adv.,冷冷
1420,hypocritical,/hypocritical/,adj.,虚伪
1421,mask,/mask/,v./n.,伪装
1422,evil,/evil/,v./n.,邪恶
1423,TRUE,/true/,v./n.,真实
1424,charity,/charity/,n.,慈善
1425,district,/district/,v./n.,区域
1426,genius,/genius/,v./n.,天才
1427,investment,/investment/,n.,投资
1428,fund,/fund/,v./n.,资金
1429,modest,/modest/,v./n.,朴素
1430,direct,/direct/,v./n.,直接
1431,provide,/provide/,v./n.,提供
1432,noble,/noble/,v./n.,高贵
1433,wear,/wear/,v./n.,穿着
1434,purple,/purple/,v./n.,紫色
1435,gown,/gown/,v./n.,礼服
1436,enter,/enter/,v./n.,进入
1437,ballroom,/ballroom/,v./n.,舞厅
1438,appearance,/appearance/,n.,出现
1439,disgust,/disgust/,v./n.,厌恶
1440,crowd,/crowd/,v./n.,人群
1441,barely,/barely/,adv.,几乎不
1442,clever,/clever/,v./n.,聪明
1443,crime,/crime/,v./n.,犯罪
1444,embezzle,/embezzle/,v./n.,挪用
1445,material,/material/,adj.,材料
1446,weapon,/weapon/,v./n.,武器
1447,weak,/weak/,v./n.,软弱
1448,courageous,/courageous/,adj.,有勇气
1449,woman,/woman/,v./n.,女性
1450,shareholder,/shareholder/,v./n.,股东
1451,proof,/proof/,v./n.,证明
1452,face,/face/,v./n.,脸
1453,decide,/decide/,v./n.,决定
1454,countless,/countless/,adj.,无数
1455,eventually,/eventually/,adv.,最终
1456,ash,/ash/,v./n.,灰烬
1457,early,/early/,adv.,清晨
1458,disturb,/disturb/,v./n.,打扰
1459,kitchen,/kitchen/,v./n.,厨房
1460,refrigerator,/refrigerator/,v./n.,冰箱
1461,egg,/egg/,v./n.,鸡蛋
1462,milk,/milk/,v./n.,牛奶
1463,bread,/bread/,v./n.,面包
1464,habit,/habit/,v./n.,习惯
1465,pajamas,/pajamas/,v./n.,睡衣
1466,messy,/messy/,v./n.,凌乱
1467,sleepy,/sleepy/,v./n.,困倦
1468,tenderly,/tenderly/,adv.,温柔
1469,lazily,/lazily/,adv.,懒懒
1470,dining,/dining/,v./n.,餐桌
1471,luck,/luck/,v./n.,幸运
1472,guilty,/guilty/,v./n.,内疚
1473,successor,/successor/,v./n.,继承者
1474,designer,/designer/,v./n.,设计师
1475,breakdown,/breakdown/,v./n.,抛锚
1476,tow,/tow/,v./n.,拖车
1477,decisive,/decisive/,adj.,果断
1478,considerate,/considerate/,v.,体贴
1479,movie,/movie/,v./n.,电影
1480,spoil,/spoil/,v./n.,宠坏
1481,finish,/finish/,v./n.,结束
1482,studio,/studio/,v./n.,工作室
1483,tire,/tire/,v./n.,疲惫
1484,playful,/playful/,adj.,顽皮
1485,suitcase,/suitcase/,v./n.,行李箱
1486,beach,/beach/,v./n.,海滩
1487,apply,/apply/,adv.,申请
1488,hotel,/hotel/,v./n.,酒店
1489,seabreeze,/seabreeze/,v./n.,海风
1490,wave,/wave/,v./n.,海浪
1491,shore,/shore/,v./n.,岸边
1492,diamond,/diamond/,v./n.,钻石
1493,necklace,/necklace/,v./n.,项链
1494,fortune,/fortune/,v./n.,幸运
1495,restaurant,/restaurant/,v./n.,餐厅
1496,candlelight,/candlelight/,v./n.,烛光
1497,champagne,/champagne/,v./n.,香槟
1498,rose,/rose/,v./n.,玫瑰
1499,bedroom,/bedroom/,v./n.,卧室
1500,lunch,/lunch/,v./n.,午餐
1501,envy,/envy/,v./n.,羡慕
1502,demand,/demand/,v./n.,要求
1503,first,/first/,v./n.,第一个
1504,child,/child/,v./n.,孩子
1505,lovely,/lovely/,adv.,可爱
1506,baby,/baby/,v./n.,婴儿
1507,family,/family/,adv.,家庭
1508,Monday,/Monday/,v./n.,周一
1509,rookie,/rookie/,v./n.,新人
1510,job,/job/,v./n.,工作
1511,leading,/leading/,v./n.,领先
1512,start,/start/,v./n.,开始
1513,folder,/folder/,v./n.,文件夹
1514,keyboard,/keyboard/,v./n.,键盘
1515,phone,/phone/,v./n.,电话
1516,ring,/ring/,v./n.,铃声
1517,mix,/mix/,v./n.,交织
1518,marketing,/marketing/,v./n.,市场
1519,supervisor,/supervisor/,v./n.,主管
1520,excite,/excite/,v./n.,激动
1521,complain,/complain/,v./n.,抱怨
1522,note,/note/,v./n.,笔记
1523,client,/client/,v./n.,客户
1524,meeting,/meeting/,v./n.,会议
1525,confirm,/confirm/,v./n.,确认
1526,check,/check/,v./n.,检查
1527,session,/session/,n.,环节
1528,doubt,/doubt/,v./n.,质疑
1529,data,/data/,v./n.,数据
1530,perform,/perform/,v./n.,表现
1531,preview,/preview/,v./n.,预习
1532,area,/area/,v./n.,领域
1533,hardworking,/hardworking/,v./n.,勤奋
1534,gladly,/gladly/,adv.,欣然
1535,specialist,/specialist/,v./n.,专员
1536,short,/short/,v./n.,短
1537,represent,/represent/,v./n.,代表
1538,international,/international/,adj.,国际
1539,language,/language/,v./n.,语言
1540,model,/model/,v./n.,榜样
1541,accumulation,/accumulation/,n.,积累
1542,cherry,/cherry/,v./n.,樱花
1543,bench,/bench/,v./n.,长椅
1544,novel,/novel/,v./n.,小说
1545,playground,/playground/,v./n.,操场
1546,laughter,/laughter/,v./n.,笑声
1547,write,/write/,v./n.,写作
1548,major,/major/,v./n.,专业
1549,library,/library/,v./n.,图书馆
1550,view,/view/,v./n.,视野
1551,girl,/girl/,v./n.,女孩
1552,dress,/dress/,v./n.,连衣裙
1553,art,/art/,v./n.,艺术
1554,draw,/draw/,v./n.,画画
1555,sketchbook,/sketchbook/,v./n.,速写本
1556,sketch,/sketch/,v./n.,素描
1557,book,/book/,v./n.,书籍
1558,shelf,/shelf/,v./n.,书架
1559,speak,/speak/,v./n.,开口
1560,author,/author/,v./n.,作家
1561,same,/same/,v./n.,同样
1562,painter,/painter/,v./n.,画家
1563,poem,/poem/,v./n.,诗歌
1564,moon,/moon/,v./n.,月亮
1565,girlfriend,/girlfriend/,v./n.,女朋友
1566,couple,/couple/,v./n.,情侣
1567,pair,/pair/,v./n.,一对
1568,portrait,/portrait/,v./n.,肖像
1569,speech,/speech/,v./n.,发言
1570,gallery,/gallery/,v./n.,画廊
1571,exhibition,/exhibition/,n.,展览
1572,bachelor,/bachelor/,v./n.,学士
1573,summer,/summer/,v./n.,夏天
1574,mountain,/mountain/,v./n.,山
1575,fiction,/fiction/,n.,小说
1576,land,/land/,v./n.,土地
1577,lawyer,/lawyer/,v./n.,律师
1578,pen,/pen/,v./n.,笔
1579,role,/role/,v./n.,角色
1580,water,/water/,v./n.,浇
1581,tree,/tree/,v./n.,树
1582,inform,/inform/,v./n.,通知
1583,sofa,/sofa/,v./n.,沙发
1584,examine,/examine/,v./n.,检查
1585,nutrition,/nutrition/,n.,营养
1586,servant,/servant/,v./n.,仆人
1587,flower,/flower/,v./n.,花
1588,piano,/piano/,v./n.,钢琴
1589,party,/party/,v./n.,派对
1590,guest,/guest/,v./n.,客人
1591,tease,/tease/,v./n.,调侃
1592,judge,/judge/,v./n.,评判
1593,limit,/limit/,v./n.,限制
1594,temperature,/temperature/,v./n.,体温
1595,porridge,/porridge/,v./n.,粥
1596,move,/move/,v./n.,感动
1597,require,/require/,v./n.,要求
1598,chamber,/chamber/,v./n.,寝宫
1599,original,/original/,adj.,原先
1600,intelligent,/intelligent/,v./n.,聪明
1601,female,/female/,v./n.,女性
1602,battlefield,/battlefield/,v./n.,战场
1603,defeat,/defeat/,v./n.,失败
1604,increasingly,/increasingly/,adv.,日益
1605,honor,/honor/,v./n.,荣耀
1606,spy,/spy/,v./n.,间谍
1607,predicament,/predicament/,n.,困境
1608,survival,/survival/,adj.,生存
1609,intricate,/intricate/,v.,错综复杂
1610,butler,/butler/,v./n.,管家
1611,loyal,/loyal/,adj.,忠诚
1612,scarce,/scarce/,v./n.,匮乏
1613,immediate,/immediate/,v.,立即
1614,await,/await/,v./n.,等待
1615,legendary,/legendary/,v./n.,传奇
1616,weary,/weary/,v./n.,疲惫
1617,inquiry,/inquiry/,v./n.,询问
1618,conscience,/conscience/,n.,良知
1619,straightforward,/straightforward/,v./n.,坦诚
1620,accounting,/accounting/,v./n.,账目
1621,account,/account/,v./n.,账目
1622,usurp,/usurp/,v./n.,篡夺
1623,frame,/frame/,v./n.,陷害
1624,rebellion,/rebellion/,v./n.,谋反
1625,mysterious,/mysterious/,adj.,神秘
1626,accuse,/accuse/,v./n.,指控
1627,tighten,/tighten/,v./n.,紧锁
1628,suggest,/suggest/,v./n.,建议
1629,proposal,/proposal/,adj.,提议
1630,rough,/rough/,v./n.,粗略
1631,believe,/believe/,v./n.,相信
1632,collude,/collude/,v./n.,勾结
1633,grave,/grave/,v./n.,严重
1634,court,/court/,v./n.,朝堂
1635,completely,/completely/,adv.,完全
1636,fury,/fury/,v./n.,震怒
1637,frontier,/frontier/,v./n.,边疆
1638,comprehend,/comprehend/,v./n.,明白
1639,wife,/wife/,v./n.,妻子
1640,alliance,/alliance/,n.,联盟
1641,formidable,/formidable/,adj.,令人敬畏
1642,force,/force/,v./n.,力量
1643,demise,/demise/,v./n.,驾崩
1644,empress,/empress/,v./n.,皇后
1645,prosperity,/prosperity/,n.,繁荣
1646,freeze,/freeze/,v./n.,僵住
1647,chapel,/chapel/,v./n.,教堂
1648,passionate,/passionate/,v.,热情
1649,eve,/eve/,v./n.,前夕
1650,mind,/mind/,v./n.,主意
1651,restart,/restart/,v./n.,重新开始
1652,quit,/quit/,v./n.,辞去
1653,apartment,/apartment/,n.,公寓
1654,Paris,/Paris/,v./n.,巴黎
1655,flight,/flight/,v./n.,航班
1656,fashion,/fashion/,v./n.,时尚
1657,founder,/founder/,v./n.,创立
1658,magazine,/magazine/,v./n.,杂志
1659,severe,/severe/,v./n.,严重
1660,depart,/depart/,v./n.,离开
1661,frantic,/frantic/,v./n.,疯狂
1662,search,/search/,v./n.,寻找
1663,dispatch,/dispatch/,v./n.,派人
1664,whereabouts,/whereabouts/,v./n.,去向
1665,city,/city/,n.,城市
1666,trace,/trace/,v./n.,踪迹
1667,fading,/fading/,v./n.,褪去
1668,deeply,/deeply/,adv.,深深地
1669,strike,/strike/,v./n.,击中
1670,assistant,/assistant/,v./n.,助理
1671,official,/official/,adj.,公务
1672,long,/long/,v./n.,漫长
1673,pursuit,/pursuit/,v./n.,追妻之旅
1674,hate,/hate/,v.,恨
1675,source,/source/,v./n.,源泉
1676,month,/month/,v./n.,一个月
1677,raise,/raise/,v./n.,抬起
1678,instant,/instant/,v./n.,瞬间
1679,coldness,/coldness/,n.,冷漠
1680,sneer,/sneer/,v./n.,冷笑
1681,entire,/entire/,v./n.,全城
1682,laughingstock,/laughingstock/,v./n.,笑柄
1683,trouble,/trouble/,v./n.,麻烦
1684,timely,/timely/,adv.,及时
1685,surface,/surface/,v./n.,表面
1686,waver,/waver/,v./n.,动摇
1687,existence,/existence/,n.,存在
1688,gangster,/gangster/,v./n.,流氓
1689,wet,/wet/,v./n.,淋湿
1690,soften,/soften/,v./n.,软化
1691,computer,/computer/,v./n.,电脑
1692,furrow,/furrow/,v./n.,紧锁
1693,expansion,/expansion/,n.,扩张
1694,conglomerate,/conglomerate/,v.,企业集团
1695,field,/field/,v./n.,领域
1696,promotion,/promotion/,n.,晋升
1697,intrigue,/intrigue/,v./n.,密谋
1698,center,/center/,v./n.,中心
1699,sabotage,/sabotage/,v./n.,破坏
1700,vice,/vice/,v./n.,副总
1701,days,/days/,v./n.,日子
1702,plagiarize,/plagiarize/,v.,抄袭
1703,tamper,/tamper/,v./n.,篡改
1704,channel,/channel/,v./n.,渠道
1705,culprit,/culprit/,v./n.,罪魁祸首
1706,convene,/convene/,v./n.,召开
1707,management,/management/,n.,管理能力
1708,defect,/defect/,v./n.,缺陷
1709,stern,/stern/,v./n.,严厉
1710,stumble,/stumble/,v./n.,结巴
1711,forge,/forge/,v./n.,伪造
1712,anonymous,/anonymous/,adj.,匿名
1713,defend,/defend/,v./n.,辩解
1714,smooth,/smooth/,v./n.,顺利
1715,predator,/predator/,v./n.,掠夺者
1716,provoke,/provoke/,v./n.,挑衅
1717,cooperative,/cooperative/,adj.,合作
1718,passive,/passive/,adj.,被动
1719,transparency,/transparency/,v./n.,透明
1720,year,/year/,v./n.,一年
1721,history,/history/,v./n.,历史
1722,shatter,/shatter/,v./n.,粉碎
1723,intimate,/intimate/,v.,亲密
1724,lean,/lean/,v./n.,靠
1725,shoulder,/shoulder/,v./n.,肩
1726,wipe,/wipe/,v./n.,擦去
1727,crumble,/crumble/,v./n.,崩溃
1728,explanation,/explanation/,n.,解释
1729,turn,/turn/,v./n.,转身
1730,accomplished,/accomplished/,v./n.,成功
1731,telephone,/telephone/,v./n.,电话
1732,alma,/alma/,v./n.,母校
1733,renovation,/renovation/,n.,翻新
1734,past,/past/,adj.,往日的
1735,tide,/tide/,v./n.,潮水
1736,surge,/surge/,v./n.,涌来
1737,hall,/hall/,v./n.,礼堂
1738,distinguished,/distinguished/,v./n.,杰出
1739,alumni,/alumni/,v./n.,校友
1740,renowned,/renowned/,v./n.,知名
1741,architect,/architect/,v./n.,建筑师
1742,construction,/construction/,n.,施工
1743,mean,/mean/,v./n.,意味着
1744,one,/one/,v./n.,一天
1745,site,/site/,v./n.,现场
1746,must,/must/,v./n.,不得不
1747,late,/late/,v.,深夜
1748,alone,/alone/,v./n.,单独
1749,two,/two/,v./n.,两个人
1750,well,/well/,v./n.,过得好吗
1751,ironic,/ironic/,v./n.,讽刺
1752,stiff,/stiff/,v./n.,僵硬
1753,persistent,/persistent/,v./n.,坚持
1754,separate,/separate/,v.,分离
1755,bridesmaid,/bridesmaid/,v./n.,伴娘
1756,sparkle,/sparkle/,v./n.,闪烁
1757,absurd,/absurd/,v./n.,荒谬
1758,expressionless,/expressionless/,adj.,面无表情
1759,appease,/appease/,v./n.,应付
1760,impulsively,/impulsively/,adv.,冲动地
1761,stranger,/stranger/,v./n.,陌生人
1762,prop,/prop/,v./n.,道具
1763,revealing,/revealing/,v./n.,暴露
1764,seductive,/seductive/,adj.,诱惑
1765,calculate,/calculate/,v.,算计
1766,pretend,/pretend/,v./n.,伪装
1767,comfortable,/comfortable/,adj.,舒适
1768,ending,/ending/,v./n.,结局
1769,sober,/sober/,v./n.,清醒
1770,consume,/consume/,v./n.,吞噬
1771,influential,/influential/,adj.,有影响力的
1772,giant,/giant/,v./n.,巨头
1773,empire,/empire/,v./n.,帝国
1774,apparent,/apparent/,v./n.,表面
1775,corruption,/corruption/,n.,腐败
1776,banquet,/banquet/,v./n.,宴会
1777,pleasure,/pleasure/,v./n.,荣幸
1778,fluent,/fluent/,v./n.,流利
1779,scrutiny,/scrutiny/,v./n.,审查
1780,ceremony,/ceremony/,v./n.,典礼
1781,dark,/dark/,v./n.,黑暗
1782,exhausted,/exhausted/,v./n.,疲惫
1783,decoration,/decoration/,n.,装饰
1784,hundred,/hundred/,v./n.,百
1785,scented,/scented/,v./n.,香薰
1786,crystal,/crystal/,adj.,水晶
1787,goblet,/goblet/,v./n.,酒杯
1788,favorite,/favorite/,v./n.,最爱
1789,appetizer,/appetizer/,v./n.,前菜
1790,congratulations,/congratulations/,v./n.,祝贺
1791,accompany,/accompany/,v./n.,陪伴
1792,serve,/serve/,v./n.,端上
1793,strive,/strive/,adj.,奋斗
1794,current,/current/,v./n.,当前
1795,innovative,/innovative/,adj.,创新
1796,friend,/friend/,v./n.,朋友
1797,simulate,/simulate/,v.,模拟
1798,saturate,/saturate/,v.,饱和
1799,authoritative,/authoritative/,adj.,权威
1800,segment,/segment/,n.,细分
1801,shortcut,/shortcut/,v./n.,捷径
1802,sunshine,/sunshine/,v./n.,阳光
1803,modern,/modern/,v./n.,现代
1804,echo,/echo/,v./n.,呼应
1805,colorful,/colorful/,adj.,丰富
1806,tremble,/tremble/,v./n.,颤抖
1807,fellow,/fellow/,v./n.,同好
1808,actually,/actually/,adv.,其实
1809,faint,/faint/,v./n.,淡淡
1810,famous,/famous/,adj.,著名
1811,elite,/elite/,v./n.,精英
1812,suitable,/suitable/,adj.,合适
1813,patiently,/patiently/,adv.,耐心地
1814,wisely,/wisely/,adv.,明智地
1815,sincerely,/sincerely/,adv.,真诚地
1816,continuous,/continuous/,adj.,持续的
1817,celebrate,/celebrate/,v.,庆祝
1818,forget,/forget/,v./n.,忘记
1819,sad,/sad/,v./n.,难过
1820,thoroughly,/thoroughly/,adv.,彻底地
1821,assessment,/assessment/,n.,考核
1822,construct,/construct/,v./n.,建设
1823,willing,/willing/,v./n.,愿意
1824,infinite,/infinite/,adj.,无限的
1825,focused,/focused/,adj.,专注的
1826,date,/date/,v.,约会
1827,guard,/guard/,v./n.,守护
1828,natural,/natural/,adj.,自然
1829,admit,/admit/,v./n.,承认
1830,reborn,/reborn/,v./n.,重生
1831,painfully,/painfully/,adv.,痛苦地
1832,death,/death/,v./n.,死亡
1833,miraculously,/miraculously/,adv.,奇迹般地
1834,cruelly,/cruelly/,adv.,残忍地
1835,vicious,/vicious/,adj.,恶毒的
1836,price,/price/,v./n.,代价
1837,extremely,/extremely/,adv.,极其
1838,purpose,/purpose/,adj.,目的
1839,cleverly,/cleverly/,adv.,聪明地
1840,huge,/huge/,v./n.,庞大
1841,shocking,/shocking/,adj.,令人震惊的
1842,charitable,/charitable/,adj.,慈善的
1843,anxiously,/anxiously/,adv.,焦虑地
1844,win,/win/,v./n.,赢回
1845,publicly,/publicly/,adv.,公开地
1846,fierce,/fierce/,adj.,激烈的
1847,medical,/medical/,adj.,医学的
1848,traditional,/traditional/,adj.,传统的
1849,effect,/effect/,v./n.,效果
1850,campaign,/campaign/,v./n.,战役
1851,monopolize,/monopolize/,v.,垄断
1852,supplier,/supplier/,v./n.,供应商
1853,alertly,/alertly/,adv.,警惕地
1854,surveillance,/surveillance/,n.,监控
1855,dynamic,/dynamic/,v./n.,动态
1856,obsess,/obsess/,v./n.,痴迷
1857,intermediary,/intermediary/,v./n.,中间人
1858,sensational,/sensational/,adj.,轰动
1859,bomb,/bomb/,v./n.,炸弹
1860,plummet,/plummet/,v./n.,暴跌
1861,preliminary,/preliminary/,v./n.,初步
1862,orchestrate,/orchestrate/,v.,策划
1863,arrest,/arrest/,v./n.,逮捕
1864,legal,/legal/,adj.,法律
1865,regularly,/regularly/,adv.,定期
1866,glorious,/glorious/,adj.,辉煌
1867,ethics,/ethics/,v./n.,伦理
1868,benchmark,/benchmark/,v./n.,标杆
1869,example,/example/,v./n.,榜样
1870,redemption,/redemption/,n.,救赎
1871,slim,/slim/,v./n.,消瘦
1872,hurry,/hurry/,v./n.,匆忙
1873,tropical,/tropical/,adj.,热带
1874,fortunate,/fortunate/,v.,幸运
1875,dance,/dance/,n.,舞动
1876,pour,/pour/,v./n.,倾泻
1877,nourish,/nourish/,v./n.,滋养
1878,contour,/contour/,v./n.,轮廓
1879,unable,/unable/,adj.,无法
1880,quicken,/quicken/,v./n.,加快
1881,symbolic,/symbolic/,v./n.,象征
1882,occupy,/occupy/,v./n.,占据
1883,endless,/endless/,adj.,无休止的
1884,shackle,/shackle/,v./n.,枷锁
1885,leadership,/leadership/,v./n.,领导力
1886,magnetic,/magnetic/,v./n.,磁性
1887,skeptical,/skeptical/,adj.,质疑
1888,fascinating,/fascinating/,v./n.,迷人
1889,dramatic,/dramatic/,adj.,戏剧性的
1890,approachable,/approachable/,adj.,平易近人
1891,basically,/basically/,adv.,基本
1892,absolute,/absolute/,v./n.,绝对
1893,rarely,/rarely/,adv.,很少
1894,substance,/substance/,n.,实质
1895,abrupt,/abrupt/,v./n.,突然
1896,daily,/daily/,adv.,日常
1897,tidy,/tidy/,v./n.,整洁
1898,order,/order/,v./n.,有序
1899,tiny,/tiny/,v./n.,微小
1900,cancel,/cancel/,v./n.,取消
1901,lack,/lack/,v./n.,缺乏
1902,uncontrollable,/uncontrollable/,adj.,无法控制
1903,tremendous,/tremendous/,adj.,巨大的
1904,tolerant,/tolerant/,v./n.,包容
1905,powerless,/powerless/,adj.,无能为力
1906,deserve,/deserve/,v./n.,应得
1907,tasteful,/tasteful/,adj.,有品味的
1908,scandal,/scandal/,adj.,丑闻
1909,tragedy,/tragedy/,v./n.,悲剧
1910,urban,/urban/,adj.,城市的
1911,tip,/tip/,v./n.,提示
1912,expectant,/expectant/,v./n.,期待
1913,accidental,/accidental/,adj.,偶然
1914,rapid,/rapid/,v./n.,迅速
1915,overview,/overview/,v./n.,俯瞰
1916,equip,/equip/,v./n.,配备
1917,advanced,/advanced/,v./n.,先进
1918,collection,/collection/,n.,收藏
1919,violate,/violate/,v.,违背
1920,bankrupt,/bankrupt/,v./n.,破产
1921,analytical,/analytical/,adj.,分析
1922,final,/final/,adj.,最终
1923,proactive,/proactive/,adj.,主动
1924,domestic,/domestic/,v./n.,居家
1925,sublimate,/sublimate/,v.,升华
1926,newcomer,/newcomer/,v./n.,新人
1927,wholehearted,/wholehearted/,v./n.,全力以赴
1928,undertake,/undertake/,v./n.,承担
1929,train,/train/,v./n.,培训
1930,assess,/assess/,v./n.,考核
1931,luxuriant,/luxuriant/,v./n.,茂盛
1932,shape,/shape/,v./n.,塑造
1933,significance,/significance/,n.,意义
1934,scrutinize,/scrutinize/,v.,推敲
1935,origin,/origin/,v./n.,初衷
1936,fascinate,/fascinate/,v.,着迷
1937,innovate,/innovate/,v.,创新
1938,harmonious,/harmonious/,adj.,和谐
1939,magnitude,/magnitude/,v./n.,重大
1940,convenient,/convenient/,v./n.,便捷
1941,wide,/wide/,v./n.,宽阔
1942,rigor,/rigor/,v./n.,严谨
1943,complexity,/complexity/,n.,复杂
1944,disturbed,/disturbed/,v./n.,波动
1945,wonder,/wonder/,v./n.,疑惑
1946,attracted,/attracted/,v./n.,被吸引
1947,diligence,/diligence/,n.,勤奋
1948,learning,/learning/,v./n.,学习
1949,thirst,/thirst/,v./n.,渴望
1950,flavor,/flavor/,v./n.,味道
1951,immersed,/immersed/,v./n.,沉浸
1952,relaxed,/relaxed/,v./n.,放松
1953,embarrassed,/embarrassed/,v./n.,尴尬
1954,clumsy,/clumsy/,v./n.,笨拙
1955,adequate,/adequate/,v.,充足的
1956,ancestor,/ancestor/,v./n.,祖先
1957,avenue,/avenue/,v./n.,途径
1958,ascertain,/ascertain/,v./n.,确定
1959,anguish,/anguish/,v./n.,痛苦
1960,attempt,/attempt/,v./n.,尝试
1961,corporate,/corporate/,v.,公司的
1962,hazard,/hazard/,v./n.,危险
1963,administrative,/administrative/,adj.,行政的
1964,aptitude,/aptitude/,v./n.,才能
1965,occupation,/occupation/,n.,职业
1966,commence,/commence/,n.,开始
1967,apparently,/apparently/,adv.,显然地
1968,attach,/attach/,v./n.,附上
1969,considerable,/considerable/,adj.,相当大的
1970,allege,/allege/,v./n.,断言
1971,accomplish,/accomplish/,v./n.,完成
1972,advocate,/advocate/,v.,提倡
1973,assurance,/assurance/,n.,保证
1974,objective,/objective/,adj.,目标
1975,archive,/archive/,adj.,档案
1976,browse,/browse/,v./n.,浏览
1977,attain,/attain/,v./n.,达到
1978,aggregate,/aggregate/,v.,总计
1979,alleviate,/alleviate/,v.,减轻
1980,authentic,/authentic/,adj.,真实的
1981,certificate,/certificate/,v.,证书
1982,documentary,/documentary/,adj.,记录的
1983,assert,/assert/,v./n.,断言
1984,arise,/arise/,v./n.,产生
1985,argument,/argument/,n.,论点
1986,attorney,/attorney/,v./n.,律师
1987,subsequent,/subsequent/,adj.,随后的
1988,audience,/audience/,n.,观众
1989,afterward,/afterward/,v./n.,之后
1990,associate,/associate/,v.,联系
1991,erupt,/erupt/,v./n.,爆发
1992,incredible,/incredible/,adj.,难以置信的
1993,portion,/portion/,n.,部分
1994,donate,/donate/,v.,捐赠
1995,generosity,/generosity/,n.,慷慨
1996,widespread,/widespread/,adj.,广泛的
1997,aim,/aim/,v./n.,目标
1998,abolish,/abolish/,v./n.,废除
1999,capacity,/capacity/,n.,能力
2000,workshop,/workshop/,v./n.,研讨会
2001,compelling,/compelling/,adj.,引人注目的
2002,eloquent,/eloquent/,adj.,雄辩的
2003,appreciation,/appreciation/,n.,欣赏
2004,proclaim,/proclaim/,v./n.,宣称
2005,combat,/combat/,v./n.,战斗
2006,conviction,/conviction/,n.,信念
2007,universal,/universal/,adj.,普遍的
2008,exist,/exist/,v./n.,存在
2009,host,/host/,v./n.,主持
2010,triumph,/triumph/,v./n.,胜利
2011,earn,/earn/,v./n.,获得
2012,admiration,/admiration/,n.,钦佩
2013,protege,/protege/,v./n.,被保护者
2014,thus,/thus/,v./n.,因此
2015,legacy,/legacy/,v./n.,遗产
2016,perpetuate,/perpetuate/,v.,使永存
2017,gaze,/gaze/,v./n.,凝视
2018,destination,/destination/,n.,目的地
2019,nevertheless,/nevertheless/,adj.,然而
2020,ultimately,/ultimately/,adv.,最终
2021,inner,/inner/,adj.,内心的
2022,symbolizing,/symbolizing/,v./n.,象征
2023,tale,/tale/,v./n.,故事
2024,beam,/beam/,v./n.,光线
2025,brass,/brass/,v./n.,黄铜
2026,behave,/behave/,v./n.,表现
2027,blunt,/blunt/,v./n.,直率
2028,bargain,/bargain/,v./n.,讨价还价
2029,baffle,/baffle/,v./n.,困惑
2030,bother,/bother/,v./n.,打扰
2031,bewildered,/bewildered/,v./n.,迷惑
2032,benevolent,/benevolent/,adj.,仁慈的
2033,biography,/biography/,v./n.,传记
2034,boom,/boom/,v./n.,繁荣
2035,backbone,/backbone/,v./n.,脊梁
2036,bless,/bless/,adj.,祝福
2037,beloved,/beloved/,adj.,心爱的人
2038,burst,/burst/,v./n.,爆发
2039,border,/border/,v./n.,边界
2040,blend,/blend/,v./n.,混合
2041,bound,/bound/,v./n.,跳跃
2042,bonus,/bonus/,v./n.,奖金
2043,bubble,/bubble/,v./n.,气泡
2044,broadcast,/broadcast/,v./n.,广播
2045,bride,/bride/,v./n.,新娘
2046,butterfly,/butterfly/,adv.,蝴蝶
2047,bunch,/bunch/,v./n.,束
2048,bracket,/bracket/,v./n.,括号
2049,belief,/belief/,v./n.,信念
2050,blaze,/blaze/,v./n.,闪耀
2051,bounce,/bounce/,v./n.,弹跳
2052,baseball,/baseball/,v./n.,棒球
2053,broad,/broad/,v./n.,广阔
2054,become,/become/,v./n.,成为
2055,briefcase,/briefcase/,v./n.,公文包
2056,blank,/blank/,v./n.,空白
2057,bland,/bland/,v./n.,平淡
2058,blissful,/blissful/,adj.,幸福的
2059,bearing,/bearing/,v./n.,举止
2060,brisk,/brisk/,v./n.,活泼
2061,bored,/bored/,v./n.,无聊
2062,boost,/boost/,v./n.,鼓励
2063,bridegroom,/bridegroom/,v./n.,新郎
2064,breath,/breath/,v./n.,呼吸
2065,breed,/breed/,v./n.,孕育
2066,bind,/bind/,v./n.,绑定
2067,block,/block/,v./n.,阻挡
2068,cafeteria,/cafeteria/,v./n.,自助餐厅
2069,calorie,/calorie/,v./n.,卡路里
2070,cabinet,/cabinet/,v./n.,橱柜
2071,carrot,/carrot/,v./n.,胡萝卜
2072,cheese,/cheese/,v./n.,奶酪
2073,cassette,/cassette/,v./n.,磁带
2074,catalog,/catalog/,v./n.,目录
2075,cart,/cart/,v./n.,手推车
2076,carrier,/carrier/,v./n.,承载器
2077,online,/online/,v./n.,在线
2078,canyon,/canyon/,v./n.,峡谷
2079,cave,/cave/,v./n.,洞穴
2080,catch,/catch/,v./n.,抓住
2081,cage,/cage/,v./n.,笼子
2082,cease,/cease/,v./n.,停止
2083,ceiling,/ceiling/,v./n.,天花板
2084,charter,/charter/,v./n.,章程
2085,certify,/certify/,v.,认证
2086,carve,/carve/,v./n.,雕刻
2087,cathedral,/cathedral/,adj.,大教堂
2088,carriage,/carriage/,v./n.,马车
2089,childhood,/childhood/,v./n.,童年
